Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FP Update Delete,,,,13-02-2024 15:32:43,13-02-2024 15:32:59,16.150s,FAILED
,,,,,,,
Test Cases/Final Project API/Update a Booking,,,,13-02-2024 15:32:43,13-02-2024 15:32:48,5.278s,PASSED
"response = sendRequest(findTestObject(""Final Proj API/Login""))",,,,13-02-2024 15:32:44,13-02-2024 15:32:47,3.165s,PASSED
"verifyResponseStatusCode(response, 200)",,,,13-02-2024 15:32:47,13-02-2024 15:32:47,0.018s,PASSED
"token = getElementPropertyValue(response, ""token"")",,,,13-02-2024 15:32:47,13-02-2024 15:32:47,0.061s,PASSED
"updated = sendRequestAndVerify(findTestObject(""Final Proj API/UpdateBooking"", [""token"":token]))",,,,13-02-2024 15:32:47,13-02-2024 15:32:48,1.460s,PASSED
println(updated),,,,13-02-2024 15:32:48,13-02-2024 15:32:48,0.005s,PASSED
"verifyResponseStatusCode(updated, 200)",,,,13-02-2024 15:32:48,13-02-2024 15:32:48,0.005s,PASSED
"verifyElementPropertyValue(updated, ""firstname"", ""James"")",,,,13-02-2024 15:32:48,13-02-2024 15:32:48,0.049s,PASSED
"verifyElementPropertyValue(updated, ""lastname"", ""Brown"")",,,,13-02-2024 15:32:48,13-02-2024 15:32:48,0.026s,PASSED
"verifyElementPropertyValue(updated, ""totalprice"", 111)",,,,13-02-2024 15:32:48,13-02-2024 15:32:48,0.030s,PASSED
,,,,,,,
Test Cases/Final Project API/Delete a Booking,,,,13-02-2024 15:32:56,13-02-2024 15:32:59,2.547s,FAILED
"response = sendRequest(findTestObject(""Final Proj API/Login""))",,,,13-02-2024 15:32:56,13-02-2024 15:32:57,1.230s,PASSED
"token = getElementPropertyValue(response, ""token"")",,,,13-02-2024 15:32:57,13-02-2024 15:32:57,0.020s,PASSED
"verifyResponseStatusCode(response, 200)",,,,13-02-2024 15:32:57,13-02-2024 15:32:57,0.003s,PASSED
"delete = sendRequestAndVerify(findTestObject(""Final Proj API/Detele Booking"", [""token"":token]))",,,,13-02-2024 15:32:57,13-02-2024 15:32:59,1.267s,PASSED
println(token),,,,13-02-2024 15:32:59,13-02-2024 15:32:59,0.000s,PASSED
"verifyResponseStatusCode(delete, 201)",,,,13-02-2024 15:32:59,13-02-2024 15:32:59,0.005s,FAILED
